ID,ParticipantID,QuestionID,Category (BB),Category (MC),Category (GW),Category (PD),Categories,UnifiedQuestion,RawQuestion,Why,What,
321,54,3,Pedagogy,Pedagogy,Student Behavior,Pedagogy,Pedagogy,How can we help students become comfortable with failure in computing courses?,How can we help students grow accustomed to failure in CS courses?,One area that is very different about CS as compared to the mathematics or other hard sciences like physics is how students constantly face failure when debugging programs and throughout the process of learning this discipline which requires discarding a lot of past experiences and instead thinking of computers as formal systems.,"Motivate pedagogical practices, curriculum design, and interventions for students. Design new learning environments that optimize for best practices.",
322,43,3,Broader Social Context,Broader Social Context,Predictors,Inclusivity,Broader Impact,What factors have led to differences in the implementation of computing in secondary education in different regions?,"Are there any observable factors(social, cultural, socioeconomic, etc) that have lead some states to be slow adopters of Computer Science as a field of study in secondary education? What common threads can be found in communities that have prioritized CS education?  ",I live in a state that does not require computer science at primary or secondary schools. My state's university system does not accept CS as a math or science credit for entry. 10% of schools in my state offer a single CS course at all. I want to know why my community is so slow to adopt this global trend in education. ,I would use a study like this to advocate change in my state's legislature. I want this kind of study to occur so that it can continue to drive CS education in unincorporated regions. ,
323,56,1,Poor Question,Poor Question,Professional Development,Curriculum,DISCARD,DISCARD,What is everyone else doing?,Am I up to scratch,Either relax or upskill,
324,117,4,Pedagogy,Pedagogy,Pedagogy,Curriculum,Pedagogy,What is the best way to use extended programming tasks in large computing courses?, How can extended programming tasks be used in a large course? ," Assessment using an extended programming task or project is appealing in that it provides an ""authentic"" test of ability, and students find it enjoyable. However, it brings a high staff marking workload, and it is particularly hard to ensure fair and consistent marking: if students all have different projects then their work is hard to compare (and even more effort is needed to set the tasks) but if many students are carrying out the same task then it is hard to know how much of the work is the student's own. Currently we use ""mini-projects"" only in fairly small courses. ", Consider using more authentic extended tasks in assessment of our larger computing courses. ,
325,10,1,Awareness,Awareness,Awareness,Awareness,Awareness,What do secondary students think computer science is?,What do second level students really think about computer science?,I believe that this may help address the pipeline issue of low western enrollment.,Try and run out interventions to address this!,
326,98,3,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,What are the most effective ways to teach data structures?,What are the most effective ways to teach data structures?,Adjust AP CS instruction or my class at Ada,Adjust instruction,
327,111,2,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Do tools like Alice help students understand object-oriented programming concepts in CS2?,Does Alice help students to understand Object Oriented Concepts  in a CS2 course,Because  I will be sure that including a couple of sessions with Alice will help my students  to understand Object Orientation,I would include some session where they explore Alice and then  ask them about Object Oriented concepts,
328,87,1,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,"Can some teaching practices make a difference to students’ ability to write programs, or is learning to program primarily a matter of practice?","What aspects of my teaching make any difference in the ability of my students to write code, or does learning to program just require a semester of time and practice?","I get good reviews from students but I'm not sure if it is ""charisma"" or if I am really making a difference in their ability to code.",Focus on the things that make a difference.,
329,7,1,Pedagogy,Inclusivity,Mental Models,Mental Models,Student Understanding,To what degree are students able to attain higher levels of understanding (as per Bloom’s Taxonomy) in computing programs?,Are the higher order thinking skills (blooms taxonomy) attainable for all students,Have researched both educational taxonomies and computational thinking (Masters in Education) and still to reach a conclusion to the question above,Depending on findings alter teaching methodology,
330,41,2,Pedagogy,Inclusivity,Pedagogy,Pedagogy,Pedagogy,What teaching strategies are most effective when dealing with a wide range of prior experience in introductory programming classes?,What is the best teaching model for wide ranging abilities.,We have students entering year 7 who have published apps and those that have not used a computer.,Restrucutre my scheme of work to be more effective with a wide range of abilities.,
331,70,2,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,What teaching methods best help students remember the syntax of programming languages?,What methods help students remember all the different keywords/constructs in a programming language?,So I can help students remember the programming statements easily so they can focus on problem solving.,Tailor our curriculum to use these methods.,
332,40,1,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What impact does the possibility of out-of-order execution in computational notebooks have on students learning to program?,Is it beneficial to use environments like Jupyter and RStudio when those allow learners to run code out of order and relying on state that exists from previous (partial) runs?,"Jupyter and RStudio are ""friendly"" GUIs as opposed to teaching people to write code in one window/editor and test running on the command line, but they allow users to make errors based on previous runs of the data. Unless a learner knows to restart R/empty workspace/run all cells in order, then do they really know if they have written a correct program?",Decide whether to actually use these tools in teaching or stick to simple editors and running programs in their entirety from the command line.,
333,3,3,Curriculum,Curriculum,Pedagogy,Curriculum,Curriculum, Pedagogy,"What are the benefits of teaching computing concepts across various subjects rather than concentrating them in a dedicated computing course?
","When developing courses at secondary, is integrated or cross curricular links with other subject areas a good way to get students interested in programming rather than just being taught in a single SILO?",To support the changing nature of teaching and learning in secondary schools? Is the traditional way or the modern approach to teaching and learning supportive to developing good computer science programmes of teaching and learning?,Provides opportunities for discussion about the New Zealand Curriculum and wetehr we should be combining learning areas to support the nature of learning in our schools. Considering one of the big pushed on the new digital technologies curriculum at present is integrated teaching and learning through multiple learning areas.
334,95,2,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,How can project-based learning be used most effectively in teaching computing?,How can project-based learning be most effectively used in teaching Computer Science?,"I am exploring this approach to my courses, and would love any research to further how I use this technique.",Use it to improve my current teaching methods.,
335,82,3,Pedagogy,Professional Development,Pedagogy,Pedagogy,Pedagogy,"What are the relative merits of instructor-led learning, exploratory learning (“Googling for it”) and peer discussion in programming courses?",Can crowdsourcing replace professors (for some learning activities)?,"Long-life learning is a increasingly demand on society. Even on formal learning settings (undegraduation and graduation level), there is a demand for students take an active position on learning. It may be possible to remove the need for professors and teaching assistants from some learning activities without detriment to the learning outcome. Actually, crowdsourcing could be used to improve the quality of the activity, fostering discussion among students.","Several programming assignments requires an oracle to evaluate the correctness of every submission. Crowdsourcing could replace such oracles, evaluating the submission against others students' solutions. Considering a scenario on programming and software testing, this is feasible.",
336,29,5,Inclusivity,Inclusivity,Inclusivity,Predictors,Inclusivity,"Is programming ability an intrinsic attribute, or can anyone become proficient at programming?",Is programming truly a skill that anyone can acquire or is it reserved for a certain kind of thinker?,"We have all seen students who ""just can't seem to get it"" and there is some who believe CS is really just for certain people. ","If the myth is dispelled then the move of ""everyone taking some CS"" has some merit.  ",
337,66,3,Pipeline,Curriculum,Pipeline,Predictors,Predictors,What impact (if any) does the language learned in high school have on students’ performance in computing at college?,"Do students have more success in college level classes if they were initially taught programming with a ""functional"" paradigm (Lisp languages) or a ""object oriented"" paradigm (Java)? ",It would be helpful to know what better prepares students for college/industry.,It would be helpful as an educator to know which coding paradigms have more successful student outcomes in the long-term. I would choose specific languages to teach with or focus on specific paradigms.,
338,58,2,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What are the best tools to use when teaching people how to program on smart phones?,What are the best practices and most useful tools to learn to code on your smart phone?,"In the South African (and many other contexts), learners often cannot afford or don't have consistent access to laptops or desktops. However, most people have access to smart phones and take them everywhere. If there were better tools to learn and review concepts, especially if they don't use much data, that would be extremely useful to our learners.",Provide access to these resources and build our curriculum around these tools.,
339,62,4,,Professional Development,Broader Social Context,Poor Question,Teacher Development,How can we recruit more external (industry) partners to collaborate on classroom programming projects?,How do we find more help to collaborate on classroom projects.,teaching coding is a time consuming and often lonely endeavor.,build a collaboration network.,
340,76,2,Professional Development,Professional Development,Professional Development,Broader Social Context,Teacher Development,How can teachers stay up to date with technological changes?,How can researchers be aware of technological changes?,"The technological knowledge of a researcher is what he/she has learnt during his/her studies and during the very first years of his/her research life. You can take a snapshot of ""this knowledge"" and it does not evolve. They become very quickly ""obsolete"" and I would like to understand how we can change it. They don't have time to follow 1 or 2 days workshops, don't really need to learn themselves but should be aware to avoid saying stupid things and teaching wrong things to younger generations.",Take appropriate measure to disseminate information to researchers.,
341,83,3,Pedagogy,Pedagogy,Curriculum,Assessment,Student Understanding,What topics in computing are most difficult for high school students to grasp?,In high school which topic is the more difficult for the students to grasp?,I want my students to be successful.  If I can pinpoint an introductory topic that is problematic then I can spend more time using activities so that the students will struggle less.,Spend more time on that topic and increase the number of learning activities.,
342,71,1,Pipeline,Pedagogy,Pipeline,Pedagogy,Pipeline,Is it more beneficial for new graduates of computing programs to have strong individual skills or strong team skills?,Is it better to have students come out with strong individual project/application building skills or should they focus on working in team environments?,"Teaching individually can lead to quicker growth for strong students, but in the real world almost all work is done in a team environment.",We could adjust our curriculum to focus on more individual or more team projects,
343,89,3,Pedagogy,Languages and Tools,Pipeline,Languages and Tools,Languages and Tools,At what age is it appropriate to introduce text-based programming tools?,Around what age is it appropriate for general ability students to be exposed to text based languages ,"There seems to be a snobbery about starting kids early in text language, like it is somehow better the earlier they start. I don't think they should start too early",Unsure,
344,13,1,Inclusivity,Inclusivity,Inclusivity,Inclusivity,Inclusivity, Languages and Tools,How does programming language syntax affect accessibility for students with reading disorders?,How do different programming language syntaxes affect students with dyslexia?,"Different students have different problems.  If the difficulty is sentences, may coding shouldn't be a problem.  If the difficulty is identifying symbols, they seem to struggle.  Are some languages better than others?",Change my scheme of work and support for dyslexic students
345,21,3,Inclusivity,Inclusivity,Curriculum,Pedagogy,Pedagogy,What is the right technical level for material in courses aimed at both Computer Science and non-CS students?,"Given a course with both CS and non-CS students, how can I best balance the level of technicality of the course material?",I teach a large multimedia course with both CS and non-CS students and it's difficult to keep both groups interested.,Adapt the course material to serve both components of the students.,
346,45,5,Languages and Tools,Curriculum,Languages and Tools,Languages and Tools,Languages and Tools,What is the best language to use when teaching introductory programming courses?,Which programming language would you like to learn first? Why?,Find out how much programming/coding students have already learnt previous to coming to my class,Will help me decide which programming language to teach in class or how much I should be teaching of each,
347,37,3,Curriculum,Inclusivity,Curriculum,Curriculum,Curriculum,(How) should introductory programming classes for Computer Science majors differ from classes for non-majors?,How does CS1 for majors and non-majors differ and why?,"More schools are beginning to offer a CS course for other majors, such as engineering. What are the skills that are considered ""unneeded"" (that is, not taught specifically) for non-majors? Could these skills be extracted from CS-major courses and moved into their own course?","I think this would provide some insight on the difference between CS and computer programming. As more students desire programming skills, creating more different courses adds additional strain to departments, limiting instructors as a resource. If the specific CS skills can be distilled, a general CS course can be developed that is required by all instead of the divided approach currently taken.",
348,2,2,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What impact does learning blocks-based tools like Scratch have on subsequently learning text-based tools like Python?,How easy is it to transition from a visual language like Scratch to a text based language?,"Should we be starting with Scratch? I'm amazed how quickly students pick it up, it seems great but will need to address the question of moving beyond it when we bring in the Senior cycle course",Use it to design our approach to Leaving Cert Computer science,
349,25,1,Pedagogy,Pedagogy,Pedagogy,Curriculum,Pedagogy,When and how is it best to present advanced computing techniques to students who are new to programming?,How can we clearly and simply translate advanced computing techniques and identify times for their application to students newer to coding?,Computer programming is usually written about from a perspective of someone who knows how to code already and often does not clearly speak to those who do not making it unnecessarilly difficult to learn the new concepts/techniques. ,I will use this answer in teaching computer coding to my students and help me get a deeper understanding of the concepts and techniques.,
350,50,2,Inclusivity,Inclusivity,Inclusivity,Inclusivity,Inclusivity,What can teachers do to improve participation by underrepresented groups in computing?,What are the top two or three best practices for recruiting and retaining female students?,We want to do a better job recruiting and retaining female students.,Use it in our recruiting and retention practices.,
351,117,1,Pedagogy,Pedagogy,Pedagogy,Assessment,Pedagogy,How and when is it best to give students feedback on their code to improve learning?,How and when should students be given feedback on their code for the best effect on learning?," Giving feedback to students is the activity that takes most staff time in the courses I teach. Anything that makes it more effective, or frees up time for other activities, can therefore have a great impact on the quality of the students' learning. Immediate feedback may help performance in the moment, but more time to consider problems by themselves might be better for learning. ", Redesign courses to give more effective feedback. ,
352,88,3,Pipeline,Pipeline,Pipeline,Pipeline,Pipeline,To what extent do people continue to program after moving into management positions?,Do people use programming after moving into management,Learning a skill and then not using it could cause wrong management decisions,We could adapt courses so people understand that keep using a skill is very important to make right management decisions,
353,100,3,Curriculum,Curriculum,Pedagogy,Curriculum,Assessment, Curriculum,How much more effective (if at all) are introductory computing courses tailored for students in particular disciplines vs general introductory courses?,Is there an advante to running split courses (ex Math and CS or Physics and CS) for a group of students. Does it help them apply the CS knowledge while helping to understand the other subject?,Some schools are starting to experiment with combining courses to do a program in CS after a specific topic/unit in Math or Physics was taught to show a relevant application.,I would be open to considering combining courses
354,26,2,Mental Models,Mental Models,Mental Models,Mental Models,Student Understanding,Which student misconceptions about computing are most difficult to correct?,"Which erroneous mental models are hardest to get rid of? (ones learned earliest, ones that a learner knows most about, ones that represent concepts a student isn't actively learning)",To figure out how to find and target erroneous mental models in students who know some things but not everything,Better answer questions students have,
355,73,5,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,What are best practices for using computers in computing classes?,What are best practices for using computers in the classroom?,"I'd love to have students code or create visualizations in class, but I find that having computers is generally more distracting than beneficial",Change my course policies and practices for computers in the classroom,
356,77,1,Pipeline,Pipeline,Pipeline,Pipeline,Pipeline,What topics or skills can be taught to K-12 students to best prepare them to learn or appreciate computing at the college level?,Are there topics or skills that can be taught before students start university that would better prepare them to learn (or appreciate) computing?,"I think computing is an invaluable skill and the earlier people learn it or are exposed to it, the better.","With respect to computing education, encourage high schools to better integrate with and prepare for university education",
357,17,1,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,"What are the relative merits of project-based learning, lecturing, and active learning for students learning computing?","To what extent is studio-oriented, faculty-mentored, project-based learning more beneficial to students than other lecture-based or active-learning approaches?","I believe from experience that other modes of learning do not compare to studio-oriented, faculty-mentored, project-based environments--real inquiry-driven study. However, to enact curriculum change (that is, to convince non-believers) requires empirical evidence that shows exactly how much better it is. In particular: colleagues might be converted, and deans might be convinced to release the funds necessary to equip spaces and hire faculty.",Push for curriculum change and professional development.,
358,23,3,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,What are the relative benefits of live coding vs presentations or guided exercises?,Does live coding relative to presentations (or guided exercises) facilitate learning,"Live coding is quite time-consuming, it seems that with other forms of teaching learning is faster",Adapt teaching,
359,34,2,Inclusivity,Inclusivity,Inclusivity,Engagement,Engagement,What are the most effective ways to keep diverse groups of students engaged when teaching computing?,What is the best way to engage a diverse group of learners when teaching CS?,"Many students come with a lot of prior knowledge, while others have no experience. Some learn and master concepts faster than others. I would like to be more effective and don't want to lose students as concepts go over their heads. On the other hand I don't want students to get bored and feel they are not challenged.",I would likely rely less on the traditional lecture style lessons and more on assisting students with coursework. I would spend more time creating or acquiring diversified / leveled assignments and lessons that address the curriculum expectations.,
360,28,2,Mental Models,Mental Models,Mental Models,Mental Models,Student Understanding,What misconceptions do students have about operating systems?,What misconceptions do students have about operating systems?,I teach operating systems,Address common misconceptions when I teach,
361,73,2,Professional Development,Professional Development,Professional Development,Professional Development,Teacher Development,What types of training for teaching assistants are most effective?,How can we quickly and effectively train undergraduates to be good learning assistants?,"Similar to above, our courses continue to grow so we are hiring more and more undergraduates to help us teach. As we change our teaching practices, how do we train these undergraduates so that they best support the new teaching methods",Train my own course staff differently and feed the information to our college's TA training program.,
362,109,1,Curriculum,Pedagogy,Pipeline,Assessment,Pedagogy,"How does the effectiveness of short, condensed courses compare to that of longer, less intensive courses?",Do boot camp-style multi-day or multi-week offerings lead to positive learning outcomes?,Because I teach in short-term settings and want my students to really learn things,"Use it as evidence for or against my team's current methodology, and/or use it to improve tweak our current methodology",
363,74,5,Pedagogy,Languages and Tools,Curriculum,Languages and Tools,Languages and Tools,How effective are game development tools like Unity for teaching computing vs conventional languages like Python?,What are the best ways for video games (either through playing and/or developing) to teach CS?,Some research has shown that games can teach CS concepts implicitly by working on completing a goal. ,"By knowing the most effective ways to do this, I can a) have students develop games teaching CS concepts and b) use the game to teach students CS concepts.",
364,71,2,Pedagogy,Pedagogy,Curriculum,Curriculum,Curriculum,What is the best balance between theory and hands-on practice in a computing program?,Is it more important for people to have hands-on experience from an education program or theoretical? ,To better understand if teaching the theoretical is worth it anymore.,Possibly add in more Computer Science topics or focus more on building real world applications,
365,9,2,Awareness,Awareness,Awareness,Awareness,Awareness,Do students have an accurate understanding of the time and effort required to learn programming?,Do students understand the amount of time required to learn programming?,"Students seem to be under the impression that learning programming is similar to learning any other subject, you study the theory to regurgitate it in the exam, with no ability to apply or show insight. Students also do not seem to understand the importance of completing practical exercises and questions.",Improve teaching and learning and publish findings.,
366,68,3,Professional Development,Professional Development,Professional Development,Professional Development,Teacher Development,How can teachers stay up to date with technological changes?,"The field is so dynamic, and it is very hard for teachers who are often working solo in a school to further their own knowledge to meet the changes in the domain of their their 30+ year careers.  How can teachers maintain relevancy in a more practical way?","As a high school teacher of 15 years, I am really feeling a disconnect from 'reality'.  I did a co-op in my undergrad, but did not spend any time in industry.  I find it hard to be connected to industry practices and trends without direct exposure to them, and that impacts the authenticity of my own delivery.  This is an issue not faced in other less dynamic disciplines.  Is there a need for some form of co-op for teachers themselves?",I would like to feel more 'current' and engaged.,
367,85,1,Pedagogy,Broader Social Context,Predictors,Predictors,Assessment, Student Understanding,What impact does learning to program have on students’ competence in mathematics?,Can learning to programme benefit students with their mathematics?,I’m mainly a maths teacher and teaching both subjects can see strong links,While I don’t think one needs maths to be a programmer I’m interested in seeing if working through a language like Scratch can improve ones maths skills. Evenmin my maths classes I introduce some scratch. 
368,54,4,Pipeline,Curriculum,Pipeline,Predictors,Predictors,What factors in K-12 education best predict success for female students in college-level computing and beyond?,"What are the most important concepts to teach students, particularly those in K-12, which best translate to success in later computing courses?","The AP CS Principles curriculum is very exciting, but one of the concerning points to me is whether those concepts will translate to the higher-order and extremely abstract thinking skills and rigor demanded by intro CS courses at the university level. (Though it would be very short-sighted to limit our definition of broadening participation to the number of CS majors.) Some of this is due to selection bias, certainly, but I think more could be done to experiment with new curricula that are more able to prepare students for later success. We're not sure which parts translate well, and what the prerequisites *actually* are when it comes down things like visualization skills or other dimensions.",Motivate our designs for CS4All and use it to better predict whether a proposed curriculum will fare well or poorly given students with a particular set of background experiences.,
369,95,4,Pipeline,Pipeline,Pipeline,Pipeline,Pipeline,What knowledge and skills are new entrants into computing programs most often missing that they need?,What one skill (programming or otherwise) do universities feel is missing from students entering a computer science program at university?,To allow me to supplement my existing teaching with additional focus on those skills.,Include specific instruction/learning opportunities in those skills.,
370,53,3,Pedagogy,Curriculum,Pedagogy,Curriculum,Curriculum, Pedagogy,What is the most effective way to teach digital technologies in secondary schools without diluting content?,"How can Digital Technologies be taught throughout the secondary curriculum, whilst retaining its knowledge base?","Digital Technologies, as a Technology subject, has a wide knowledge base but this may be diluted or not at all.",Vested interest I suppose. The subject has to be used as more than just a tool for content.
371,65,4,Inclusivity,Inclusivity,Inclusivity,Inclusivity,Inclusivity,Do female students learn computing more effectively in all-female classes?,Will girls learn CS more effectively in an all girl class?,I believe many girls are turned off CS in high school because of the male:female ratio among other things.   ,Probably I won't do anything -- but it would make a good case for high schools to offer some all girl classes.,
372,23,2,Inclusivity,Pedagogy,Pedagogy,Curriculum,Pedagogy,What is the most effective way to teach control structures such as loops to students who are not computing majors?,How can the concept of for-loops be taught to increase understanding for biologists (presentation vs demo vs guided exercise)?,For quite a surprising number of beginners for-loops are a difficult concept,modify the course,
373,41,1,Pedagogy,Languages and Tools,Pedagogy,Languages and Tools,Languages and Tools, Pedagogy,"Can automated, scaffolded exercises (like those in code.org) be used effectively with text-based programming languages?",Code.org helps students learn how to write code to solve problems. The tasks are automated and well scaffolded. Can this model be applied to non-block languages such as Python.,We have such a diversity of abilities in a class. Teaching Python is a challenge as the low abiilty learners need more time and the fast learners are bored.,It is probably too challenging to create the software to automate this learning process but I would hope that somebody would pick up on it and create the code.org like resource. I don't think existing courses like codecademy.com are as effective as code.org.
374,109,2,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What are the relative benefits of giving students a carefully-managed computing environment vs requiring them to manage installation issues themselves?,"Should educators use carefully crafted computing environments to teach or make students manage their own, i.e., does lots of setup make it harder to learn or get learning or does not dealing with setup leave the students helpless to learn after the course",I do one or the other and I'm not really sure how I feel about them,"Use it as evidence for or against my team's current methodology, and/or use it to improve tweak our current methodology",
375,94,2,Pedagogy,Pedagogy,Pedagogy,Pedagogy,Pedagogy,What are the relative merits of teaching top down (high-level concepts first) vs bottom up (concrete operations first)?,Would you agree that application based teaching enables more sticky knowledge transfer than pure theoretical approach?,In my opinion knowledge retention is a critical success factor in building the initial knowledge base for students,Alter my teaching methods or introduce alternative methods,
376,22,2,Pipeline,Curriculum,Mental Models,Pipeline,Curriculum,What are the most important things that students finishing college-level computing programs still don’t understand?,I loved your question - What is the most important thing that students finishing a four-year degree still don't understand about computing?,as we need to teach more and more it would be good to see where the holes are,change curriculum,
377,13,2,Professional Development,Professional Development,Professional Development,Languages and Tools,Teacher Development,What technical difficulties do teachers trying to use new tools or applications encounter?,What are the range of technical difficulties experienced by teachers trying to use a new programming tool or application?,Every school I've heard of seems to have different difficulties (e.g. not being able to save .exe/.jar to the network meaning you can't program C++/C#/Java),Enlighten IT support and fellow teachers as to what they can do to overcome the difficulties,
378,23,4,Pedagogy,Languages and Tools,Curriculum,Curriculum,Pedagogy,Can student learning be enhanced by explicit lessons on how to use Stack Overflow and similar online forums?,Can learning be enhanced by exercises on how to use stackoverflow and other forums,Getting information from the internet efficiently is an important skill. Can it be taught or does everybody have to find out him/herself??,adapt teaching,
379,15,2,Mental Models,Mental Models,Mental Models,Mental Models,Student Understanding,At what developmental stage can people first effectively use “variable” as an abstraction?,At what developmental stage can people first effectively use variables as abstractions?,"Vygotsky suggests that the ability to use words as general abstractions marks a key tarnsition from adolescence to adulthood.. If we view variables as the programmin equivalent of words, then mayb we are trying to introduce their use to early, which is counter productive in making programming engaging.",Revist the staging of teaching core computing competences and develop new curricula based on cognitive attainment level..,
380,55,5,Pedagogy,Pedagogy,Pedagogy,Assessment,Pedagogy,What are the characteristics of good homework assignments in computing classes?,what makes for good homework? More conceptually heavy or is copying out from the book okay?,"in data structures, a lot of the assignments are fairly standard ""implement X"" and is that OK?",switch up my assignments. ,
381,21,1,Curriculum,Professional Development,Curriculum,Curriculum,Curriculum,What are the most effective ways for teachers to keep course materials up to date?,How can the course material be effectively kept up to date?,"Technology changes rapidly and sometimes lecture material needs to be updated with it. For example, the newest APIs for web development.",Use suggestions to keep course material up to date.,
382,61,2,Pedagogy,Pedagogy,Student Behavior,Pedagogy,Student Behavior,To what extent are “free riders” actually a problem in group computing projects?,"To what extent is individual effort with material more or less effective for learning than group struggle with material. Specifically, is my fear of group project free-loaders supported by data?","Students often complain about freeloaders in group projects, and it is more difficult to assess contributions in long-term group projects.",Increase the number of group projects (beyond smaller group activities) if the benefits outweigh the risks/downsides.,
383,105,4,Broader Social Context,Broader Social Context,Broader Social Context,Pipeline,Pipeline,To what degree do different fields of graduate student require or rely on computing skills?,Which graduate study fields rely heavily on computing?,I want to know this because many undergraduate programs do not have computing requirements but research in the field requires it. ,Add computing class requirements to undergraduate curriculum in the fields that rely heavily on computing. ,
384,23,1,Languages and Tools,Languages and Tools,Curriculum,Languages and Tools,Pedagogy,Does explicit reference to a programming language the student already knows help or hinder learning learning a second language?,Does the explicit referal to a first programming language (R in my setting) enhance the learning of a second general-purpose language (e.g. Python),"Is there synergy, usually I go for clarity/simplicity and don't refer to other languages (most participants are biologists))",modify the introductory Python course,
385,93,3,Curriculum,Curriculum,Curriculum,Curriculum,Curriculum,What is the best way to integrate data management practices into a computing curriculum?,How best to integrate data management practices with computing/programming?,Biologists are making a terrible mess with their data.,I'd rather not spend my time cleaning up the terrible mess made by biologists.,
386,95,5,Pipeline,Pipeline,Pipeline,Broader Social Context,Pipeline,What can be done in high schools to close the gap between the supply of programmers and the demand for them?,"While we keep hearing that there are increasing shortages of skilled people in IT fields, it seems like many people with those skills are having difficulties finding jobs. How can we best close that gap at the high school level?",I want to prepare my students to be successful when they reach the workplace after university.,Possibly modify my courses to ensure that students are gaining the right skills and attitudes necessary to be successful.,
387,44,3,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,"If students have multiple courses using the same language, do they benefit more from using the same tools or from using a variety of tools?","If students have multiple courses based around the same language (eg Python), do they benefit from always using the same tools (eg an IDE) or seeing a range (various IDEs, Jupyter, ...)?","It's possible for students to take three courses based on Python with me alone, and see different tools in each (Spyder in intro courses, Jupyter and Visual Studio in advanced courses). This is partly for historical reasons are partly based on opinions/assumptions that they are the best tools for those courses *seen individually*.","If the students do best with a single tool, switch all courses to use IDEs: I think the limitations of Jupyter in certain cases outweighs the benefits.",
388,59,3,Curriculum,Curriculum,Curriculum,Curriculum,Curriculum,To what extent (if any) does teaching the hardware foundations of computing first help students learn how to program?,"Will teaching the underlaying technological foundations of computing (e.g., computer organization, code execution, assembly language, logic, compiler operation) first provide students with a more robust foundation for developing programming competencies?",Consider an alternative path for entry-level computing through a technology-first approach,Restructure a CS-CE path that is more hardware first.,
389,114,2,,Inclusivity,Inclusivity,Predictors,Inclusivity,"Is programming ability an intrinsic attribute, or can anyone become proficient at programming?",Are computer scientists born or made?,"If computer scientists are born, then we should really work on finding a filter at the start and we should filter out the non-Computer-Scientists.  If they're made, then we should work on shaping different kinds of people into computer scientists.",Figure out what to focus on in Computer Science education research.,
390,57,1,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What are the relative benefits of giving students standard hardware vs having them bring their own devices?,Is school supplied tablets preferable to BYOD?,My school is uncertain about letting students use own devices,Use it to help make the decision,
391,36,1,Pipeline,Curriculum,Predictors,Languages and Tools,Predictors,To what extent (if any) does the choice of first programming language affect students’ interest in pursuing more programming courses?,Does the choice of programming language used to teach intro programming make a difference in their interest to pursue more coding courses?,I want to make sure that my choice of languages isn't causing students to be disinterested in pursuing coding more.,I would re-evaluate my choice of language used in the intro courses,
392,52,3,Pipeline,Pipeline,Pipeline,Pipeline,Pipeline,How do the long-term career prospects for participants in coding bootcamps compare to those of students taking part in traditional classroom computing programs?,What are the long-term career prospects for bootcamp grads? Do they stay in industry? Do they move out of junior positions into senior / lead / principle roles? Do they end up in management or PM positions? Why / how does it differ between programs and types of training?,"Software bootcamps are disadvantaged compared to universities because we don't typically hire researchers as instructors, so we need help to understand whether we're effective long-term.",Try to adjust our curriculum more towards skills that keep graduates in industry and moving up.,
393,74,4,Languages and Tools,Curriculum,Languages and Tools,Languages and Tools,Languages and Tools,What languages are most effective for teaching students at different levels in college-level programs?,What are the most effective programming languages for different levels / specializations in a University curriculum.,"This is a major debate and I don't know the best answer to this. Measuring success rate and/or specializations based on a student's familiarity with a language will be interesting if it can be effectively measured. I've observed pros / cons with specific languages. For example, learning Python first makes strictly typed languages harder to adapt to in future programming courses. Learning C/C++ first is a very high learning curve, but students generally have a better grasp at other languages such as Python / Java.","Depending on who the target students are in a specific course, teach a language that will prepare them for success in upper-division courses and the workplace.",
394,81,3,Pedagogy,Student Behavior,Curriculum,Student Behavior,Student Behavior,What can be done in class to motivate students to use good software engineering practices on larger projects?,"How do we get students to develop good software engineering habits when working on longer term projects, including avoiding procrastination, using functional decomposition, unit testing, etc.?","Long projects are the most authentic task and assessment we can give students, but huge swathes of learners mess up these projects in ways that go beyond just writing syntactically correct code. They start late and burn themselves out in bad coding sessions.","Not only can we use these assessments more effectively, but it seems like we'd be giving students self-regulation skills that would serve them tremendously down the road. I know I'd adjust my teaching considerably to rely more on projects for assessments.",
395,98,1,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,Languages and Tools,What are the relative merits of using drag-and-drop/blocks-based tools vs textual tools for introductory programming classes?,"What is the advantage of visual programming models (scratch, Alice 3D etc)?  How much of a benefit do they provide?  Does age matter?",To be able to make my practice reflect research.,"Adjust instruction, maybe adopt Scratch or Alice.",
